Well,Omit,Sample,Target,Dye,Task,Cq,Quantity,plate_id,well_id,is_primary_value,is_dilution,inhibition_testing,LoD_testing,note,inhib_dCt2,,,,,,,,,,
B5,FALSE,C_ADA_052820_4,Xeno IPC man,VIC,Unknown,32.7742615,7.03E-06,88,88_B5,Y,N,N,,,,,,,,,,,,,
A4,FALSE,B_Inf_070120_4,N1 Twist man,FAM,Unknown,30.9072275,220.910727,95,95_A4,Y,N,N,,,,,,,,,,,,,
G9,FALSE,C_ADA_081120_4,Xeno IPC man,VIC,Unknown,32.7601138,9.72E-06,88,88_G9,Y,N,N,,,,,,,,,,,,,
G4,FALSE,C_ADA_061620_3,Xeno IPC man,VIC,Unknown,32.6864833,5.28E-05,88,88_G4,Y,N,N,,,,,,,,,,,,,
C5,FALSE,C_ADA_060220_3,Xeno IPC man,VIC,Unknown,32.6706172,7.60E-05,88,88_C5,Y,N,N,,,,,,,,,,,,,
C8,FALSE,C_ADA_070720_3,Xeno IPC man,VIC,Unknown,32.6611162,9.46E-05,88,88_C8,Y,N,N,,,,,,,,,,,,,
B4,FALSE,B_Inf_070820_4,N1 Twist man,FAM,Unknown,31.8397489,117.812259,95,95_B4,Y,N,N,,,,,,,,,,,,,
B5,FALSE,B_Inf_070820_4,N1 Twist man,FAM,Unknown,31.7816949,122.514562,95,95_B5,Y,N,N,,,,,,,,,,,,,
B7,FALSE,C_ADA_063020_4,Xeno IPC man,VIC,Unknown,32.6235906,0.00022407,88,88_B7,Y,N,N,,,,,,,,,,,,,
B6,FALSE,B_Inf_070820_4,N1 Twist man,FAM,Unknown,31.2899386,170.673283,95,95_B6,Y,N,N,,,,,,,,,,,,,
E9,FALSE,C_ADA_072820_3,Xeno IPC man,VIC,Unknown,32.5535447,0.00112061,88,88_E9,N,N,N,,,,,,,,,,,,,
D5,FALSE,C_ADA_060220_4,Xeno IPC man,VIC,Unknown,32.5176302,0.00255789,88,88_D5,Y,N,N,,,,,,,,,,,,,
H7,FALSE,C_ADA_081820_4,Xeno IPC man,VIC,Unknown,32.5062833,0.00331989,88,88_H7,Y,N,N,,,,,,,,,,,,,
C7,FALSE,C_ADA_070720_3,Xeno IPC man,VIC,Unknown,32.4972038,0.00409014,88,88_C7,Y,N,N,,,,,,,,,,,,,
G6,FALSE,C_ADA_061620_3,Xeno IPC man,VIC,Unknown,32.4958147,0.00422281,88,88_G6,Y,N,N,,,,,,,,,,,,,
B4,FALSE,C_ADA_052820_4,Xeno IPC man,VIC,Unknown,32.4877032,0.00508809,88,88_B4,Y,N,N,,,,,,,,,,,,,
E4,FALSE,C_ADA_060920_3,Xeno IPC man,VIC,Unknown,32.4757427,0.00669763,88,88_E4,Y,N,N,,,,,,,,,,,,,
B9,FALSE,C_ADA_063020_4,Xeno IPC man,VIC,Unknown,32.4449347,0.01359521,88,88_B9,Y,N,N,,,,,,,,,,,,,
B12,FALSE,control_PBS_B14_1,Xeno IPC man,VIC,Unknown,32.4294589,0.01940151,88,88_B12,Y,N,N,,,,,,,,,,,,,
C6,FALSE,K_K_INF_080720_2,bact IVT man,FAM,Unknown,18.45077,3030410,111,,N,N,N,N,,,,,,,,,,,,
H4,FALSE,C_ADA_061620_4,Xeno IPC man,VIC,Unknown,32.4138286,0.027786,88,88_H4,Y,N,N,,,,,,,,,,,,,
C9,FALSE,C_ADA_070720_3,Xeno IPC man,VIC,Unknown,32.3645307,0.08626233,88,88_C9,Y,N,N,,,,,,,,,,,,,
B8,FALSE,C_ADA_063020_4,Xeno IPC man,VIC,Unknown,32.3488235,0.12375991,88,88_B8,Y,N,N,,,,,,,,,,,,,
A8,FALSE,C_ADA_063020_3,Xeno IPC man,VIC,Unknown,32.3379034,0.15906071,88,88_A8,Y,N,N,,,,,,,,,,,,,
G5,FALSE,C_ADA_061620_3,N1 Twist man,FAM,Unknown,38.2035241,1.74661185,88,88_G5,Y,N,N,,,,,,,,,,,,,
E6,FALSE,C_ADA_060920_3,N1 Twist man,FAM,Unknown,37.9994757,2.00950928,88,88_E6,Y,N,N,,,,,,,,,,,,,
B6,FALSE,C_ADA_052820_4,N1 Twist man,FAM,Unknown,37.9278129,2.11094123,88,88_B6,Y,N,N,,,,,,,,,,,,,
A6,FALSE,B_SQ_070120_1,N1 Twist man,FAM,Unknown,27.64885733,3208.966269,99,99_A6,Y,N,N,,,,,,,,,,,,,
F8,FALSE,C_ADA_080420_4,N1 Twist man,FAM,Unknown,37.9019967,2.14872283,88,88_F8,Y,N,N,,,,,,,,,,,,,
A5,FALSE,B_SQ_070120_1,N1 Twist man,FAM,Unknown,27.32864045,3960.915756,99,99_A5,Y,N,N,,,,,,,,,,,,,
C6,FALSE,C_ADA_060220_3,N1 Twist man,FAM,Unknown,37.8773704,2.18539311,88,88_C6,Y,N,N,,,,,,,,,,,,,
A4,FALSE,B_SQ_070120_1,N1 Twist man,FAM,Unknown,27.10658208,4583.520626,99,99_A4,Y,N,N,,,,,,,,,,,,,
H6,FALSE,C_ADA_061620_4,N1 Twist man,FAM,Unknown,37.8159576,2.27959041,88,88_H6,Y,N,N,,,,,,,,,,,,,
D4,FALSE,C_ADA_060220_4,N1 Twist man,FAM,Unknown,37.7933804,2.31523178,88,88_D4,Y,N,N,,,,,,,,,,,,,
H7,FALSE,C_ADA_081820_4,N1 Twist man,FAM,Unknown,37.7866953,2.32589165,88,88_H7,Y,N,N,,,,,,,,,,,,,
G6,FALSE,C_S68_060920_1,Xeno IPC man,VIC,Unknown,35.3484848,3197381.1,92,92_G6,N,N,N,,,,,,,,,,,,,
E6,FALSE,C_N49_060920_1,N1 Twist man,FAM,Unknown,37.8763635,2.87254835,87,87_E6,Y,N,N,,,,,,,,,,,,,
E7,FALSE,C_ADA_072820_3,N1 Twist man,FAM,Unknown,37.0957447,3.73927998,88,88_E7,N,N,N,,,,,,,,,,,,,
C4,FALSE,B_SQ_070120_4,N1 Twist man,FAM,Unknown,28.14902,1418.31539,95,95_C4,Y,N,N,,,,,,,,,,,,,
G8,FALSE,C_N49_090120_4,N1 Twist man,FAM,Unknown,37.3872789,3.92247754,87,87_G8,N,N,N,,,,,,,,,,,,,
C5,FALSE,B_SQ_070120_4,N1 Twist man,FAM,Unknown,28.0190661,1548.17872,95,95_C5,Y,N,N,,,,,,,,,,,,,
H9,FALSE,C_ADA_081820_4,N1 Twist man,FAM,Unknown,36.7912491,4.60954203,88,88_H9,Y,N,N,,,,,,,,,,,,,
C6,FALSE,B_SQ_070120_4,N1 Twist man,FAM,Unknown,27.9813482,1588.05027,95,95_C6,Y,N,N,,,,,,,,,,,,,
D5,FALSE,C_ADA_060220_4,N1 Twist man,FAM,Unknown,36.7878731,4.62024803,88,88_D5,Y,N,N,,,,,,,,,,,,,
C4,FALSE,C_ADA_060220_3,N1 Twist man,FAM,Unknown,36.7731577,4.66720368,88,88_C4,Y,N,N,,,,,,,,,,,,,
G8,FALSE,C_ADA_081120_4,N1 Twist man,FAM,Unknown,36.7409123,4.77177178,88,88_G8,Y,N,N,,,,,,,,,,,,,
G6,FALSE,C_ADA_061620_3,N1 Twist man,FAM,Unknown,36.7363409,4.78678486,88,88_G6,Y,N,N,,,,,,,,,,,,,
D4,FALSE,B_SQ_070820_4,N1 Twist man,FAM,Unknown,29.8354493,455.003919,95,95_D4,Y,N,N,,,,,,,,,,,,,
A10,FALSE,C_ADA_090120_4,N1 Twist man,FAM,Unknown,36.613048,5.21000154,88,88_A10,Y,N,N,,,,,,,,,,,,,
D5,FALSE,B_SQ_070820_4,N1 Twist man,FAM,Unknown,29.3382953,636.170217,95,95_D5,Y,N,N,,,,,,,,,,,,,
A12,FALSE,C_ADA_090120_4,N1 Twist man,FAM,Unknown,36.1366276,7.22794293,88,88_A12,Y,N,N,,,,,,,,,,,,,
D6,FALSE,B_SQ_070820_4,N1 Twist man,FAM,Unknown,29.3094561,648.659748,95,95_D6,Y,N,N,,,,,,,,,,,,,
E5,FALSE,B_SQ_071520_4,N1 Twist man,FAM,Unknown,29.0076188,795.041401,95,95_E5,Y,N,N,,,,,,,,,,,,,
G7,FALSE,C_N49_090120_4,N1 Twist man,FAM,Unknown,36.3593659,7.5493068,87,87_G7,N,N,N,,,,,,,,,,,,,
E6,FALSE,B_SQ_071520_4,N1 Twist man,FAM,Unknown,28.9190855,843.938498,95,95_E6,Y,N,N,,,,,,,,,,,,,
A11,FALSE,C_ADA_090120_4,N1 Twist man,FAM,Unknown,36.0700944,7.56606416,88,88_A11,Y,N,N,,,,,,,,,,,,,
E4,FALSE,B_SQ_071520_4,N1 Twist man,FAM,Unknown,28.7924108,919.176605,95,95_E4,Y,N,N,,,,,,,,,,,,,
G9,FALSE,C_N49_090120_4,N1 Twist man,FAM,Unknown,36.3360995,7.66201787,87,87_G9,N,N,N,,,,,,,,,,,,,
D6,FALSE,C_ADA_060220_4,N1 Twist man,FAM,Unknown,36.0325638,7.76372606,88,88_D6,Y,N,N,,,,,,,,,,,,,
F5,FALSE,C_N49_061620_1,N1 Twist man,FAM,Unknown,36.283635,7.92238879,87,87_F5,Y,N,N,,,,,,,,,,,,,
C4,FALSE,C_N49_051220_1,N1 Twist man,FAM,Unknown,36.2001504,8.35507014,87,87_C4,Y,N,N,,,,,,,,,,,,,
C5,FALSE,C_ADA_060220_3,N1 Twist man,FAM,Unknown,35.9125098,8.43135909,88,88_C5,Y,N,N,,,,,,,,,,,,,
F6,FALSE,C_N49_061620_1,N1 Twist man,FAM,Unknown,36.1842611,8.44005868,87,87_F6,Y,N,N,,,,,,,,,,,,,
B8,FALSE,C_ADA_063020_4,N1 Twist man,FAM,Unknown,35.8808548,8.61676586,88,88_B8,Y,N,N,,,,,,,,,,,,,
G4,FALSE,C_N49_062320_1,N1 Twist man,FAM,Unknown,36.1454721,8.65118275,87,87_G4,Y,N,N,,,,,,,,,,,,,
F6,FALSE,C_ADA_060920_4,N1 Twist man,FAM,Unknown,35.8714666,8.67253335,88,88_F6,Y,N,N,,,,,,,,,,,,,
D7,FALSE,C_ADA_070720_4,N1 Twist man,FAM,Unknown,35.8004403,9.10630449,88,88_D7,Y,N,N,,,,,,,,,,,,,
A7,FALSE,C_ADA_063020_3,Xeno IPC man,VIC,Unknown,32.1609348,9.28360907,88,88_A7,Y,N,N,,,,,,,,,,,,,
C4,FALSE,K_K_INF_080720_2,bact IVT man,FAM,Unknown,18.09281,3871873,111,,N,N,N,N,,,,,,,,,,,,
G4,FALSE,C_ADA_061620_3,N1 Twist man,FAM,Unknown,35.7717032,9.28791211,88,88_G4,Y,N,N,,,,,,,,,,,,,
A9,FALSE,C_N49_070720_1,N1 Twist man,FAM,Unknown,35.9880366,9.56370379,87,87_A9,Y,N,N,,,,,,,,,,,,,
G9,FALSE,C_ADA_081120_4,N1 Twist man,FAM,Unknown,35.6316123,10.2264538,88,88_G9,Y,N,N,,,,,,,,,,,,,
C5,FALSE,K_K_INF_080720_2,bact IVT man,FAM,Unknown,18.06587,3943950,111,,N,N,N,N,,,,,,,,,,,,
E4,FALSE,C_N49_060920_1,N1 Twist man,FAM,Unknown,35.8097838,10.7135974,87,87_E4,Y,N,N,,,,,,,,,,,,,
C5,FALSE,C_N49_051220_1,N1 Twist man,FAM,Unknown,35.7030419,11.4673435,87,87_C5,Y,N,N,,,,,,,,,,,,,
A5,FALSE,C_N49_042120_1,N1 Twist man,FAM,Unknown,35.6259755,12.0442936,87,87_A5,Y,N,N,,,,,,,,,,,,,
C7,FALSE,C_ADA_070720_3,N1 Twist man,FAM,Unknown,35.3920545,12.0563446,88,88_C7,Y,N,N,,,,,,,,,,,,,
C6,FALSE,C_N49_051220_1,N1 Twist man,FAM,Unknown,35.6144343,12.13316,87,87_C6,Y,N,N,,,,,,,,,,,,,
A6,FALSE,C_N49_042120_1,N1 Twist man,FAM,Unknown,35.6069044,12.1914928,87,87_A6,Y,N,N,,,,,,,,,,,,,
G5,FALSE,C_N49_062320_1,N1 Twist man,FAM,Unknown,35.4989673,13.0591527,87,87_G5,Y,N,N,,,,,,,,,,,,,
D5,FALSE,C_N49_060220_1,N1 Twist man,FAM,Unknown,35.3428917,14.4241238,87,87_D5,Y,N,N,,,,,,,,,,,,,
F4,FALSE,C_N49_061620_1,N1 Twist man,FAM,Unknown,35.3216329,14.6207671,87,87_F4,Y,N,N,,,,,,,,,,,,,
H5,FALSE,C_N49_063020_1,N1 Twist man,FAM,Unknown,35.2259167,15.5398796,87,87_H5,Y,N,N,,,,,,,,,,,,,
H6,FALSE,C_N49_063020_1,N1 Twist man,FAM,Unknown,35.1572854,16.2342714,87,87_H6,Y,N,N,,,,,,,,,,,,,
F4,FALSE,B_SQ_072820_4,N1 Twist man,FAM,Unknown,32.1389488,96.2919265,95,95_F4,Y,N,N,,,,,,,,,,,,,
F6,FALSE,B_SQ_072820_4,N1 Twist man,FAM,Unknown,31.7529317,124.913409,95,95_F6,Y,N,N,,,,,,,,,,,,,
F5,FALSE,B_SQ_072820_4,N1 Twist man,FAM,Unknown,31.4531686,152.888419,95,95_F5,Y,N,N,,,,,,,,,,,,,
D6,FALSE,K_K_INF_090420_2,bact IVT man,FAM,Unknown,17.92217,4351606,111,,N,N,N,N,,,,,,,,,,,,
G6,FALSE,B_SQ_080420_4,N1 Twist man,FAM,Unknown,42.9357721,0.06644535,95,95_G6,Y,N,N,,,,,,,,,,,,,
G4,FALSE,B_SQ_080420_4,N1 Twist man,FAM,Unknown,40.5747138,0.32639396,95,95_G4,Y,N,N,,,,,,,,,,,,,
G5,FALSE,B_SQ_080420_4,N1 Twist man,FAM,Unknown,36.6812548,4.50485007,95,95_G5,Y,N,N,,,,,,,,,,,,,
A5,FALSE,K_K_INF_061220_2,bact IVT man,FAM,Unknown,17.74933,4898183,111,,N,N,N,N,,,,,,,,,,,,
A4,FALSE,K_K_INF_061220_2,bact IVT man,FAM,Unknown,17.69215,5093695,111,,N,N,N,N,,,,,,,,,,,,
D5,FALSE,K_K_INF_090420_2,bact IVT man,FAM,Unknown,17.68154,5130842,111,,N,N,N,N,,,,,,,,,,,,
H6,FALSE,B_SQ_081120_4,N1 Twist man,FAM,Unknown,40.6285299,0.31476445,95,95_H6,Y,N,N,,,,,,,,,,,,,
H4,FALSE,B_SQ_081120_4,N1 Twist man,FAM,Unknown,38.4290217,1.38664109,95,95_H4,Y,N,N,,,,,,,,,,,,,
H5,FALSE,B_SQ_081120_4,N1 Twist man,FAM,Unknown,37.1021354,3.39198323,95,95_H5,Y,N,N,,,,,,,,,,,,,
D4,FALSE,K_K_INF_090420_2,bact IVT man,FAM,Unknown,17.55314,5602220,111,,N,N,N,N,,,,,,,,,,,,
A7,FALSE,B_SQ_081820_4,N1 Twist man,FAM,Unknown,Undetermined,,95,95_A7,Y,N,N,,,,,,,,,,,,,
A8,FALSE,B_SQ_081820_4,N1 Twist man,FAM,Unknown,Undetermined,,95,95_A8,Y,N,N,,,,,,,,,,,,,
A9,FALSE,B_SQ_081820_4,N1 Twist man,FAM,Unknown,Undetermined,,95,95_A9,Y,N,N,,,,,,,,,,,,,
B9,FALSE,B_SQ_082520_4,N1 Twist man,FAM,Unknown,38.0525372,1.78727874,95,95_B9,Y,N,N,,,,,,,,,,,,,
B7,FALSE,B_SQ_082520_4,N1 Twist man,FAM,Unknown,Undetermined,,95,95_B7,Y,N,N,,,,,,,,,,,,,
G5,FALSE,C_S68_060920_1,Xeno IPC man,VIC,Unknown,35.5132031,6551608.05,92,92_G5,N,N,N,,,,,,,,,,,,,
A6,FALSE,K_K_INF_061220_2,bact IVT man,FAM,Unknown,17.2285,6996357,111,,N,N,N,N,,,,,,,,,,,,
C8,FALSE,B_SQ_090120_4,N1 Twist man,FAM,Unknown,40.6798312,0.30406438,95,95_C8,Y,N,N,,,,,,,,,,,,,
F9,FALSE,C_S68_071420_1,Xeno IPC man,VIC,Unknown,35.5567246,7918916.06,92,92_F9,N,N,N,,,,,,,,,,,,,
D8,FALSE,B_SR_071720_4,N1 Twist man,FAM,Unknown,30.3740963,316.452473,95,95_D8,Y,N,N,,,,,,,,,,,,,
D9,FALSE,B_SR_071720_4,N1 Twist man,FAM,Unknown,30.1747999,361.958748,95,95_D9,Y,N,N,,,,,,,,,,,,,
D7,FALSE,B_SR_071720_4,N1 Twist man,FAM,Unknown,30.0811615,385.544769,95,95_D7,Y,N,N,,,,,,,,,,,,,
E8,FALSE,B_SR_072820_4,N1 Twist man,FAM,Unknown,30.8879415,223.801713,95,95_E8,Y,N,N,,,,,,,,,,,,,
E7,FALSE,B_SR_072820_4,N1 Twist man,FAM,Unknown,30.8456879,230.268507,95,95_E7,Y,N,N,,,,,,,,,,,,,
E9,FALSE,B_SR_072820_4,N1 Twist man,FAM,Unknown,30.7153721,251.413603,95,95_E9,Y,N,N,,,,,,,,,,,,,
F9,FALSE,B_SR_080420_4,N1 Twist man,FAM,Unknown,31.9904418,106.431503,95,95_F9,Y,N,N,,,,,,,,,,,,,
F8,FALSE,B_SR_080420_4,N1 Twist man,FAM,Unknown,31.495774,148.55951,95,95_F8,Y,N,N,,,,,,,,,,,,,
F7,FALSE,B_SR_080420_4,N1 Twist man,FAM,Unknown,31.2096671,180.163853,95,95_F7,Y,N,N,,,,,,,,,,,,,
G8,FALSE,B_SR_081120_4,N1 Twist man,FAM,Unknown,31.8089564,120.283485,95,95_G8,Y,N,N,,,,,,,,,,,,,
G7,FALSE,B_SR_081120_4,N1 Twist man,FAM,Unknown,31.5914658,139.278326,95,95_G7,Y,N,N,,,,,,,,,,,,,
G9,FALSE,B_SR_081120_4,N1 Twist man,FAM,Unknown,31.517539,146.395605,95,95_G9,Y,N,N,,,,,,,,,,,,,
H9,FALSE,B_SR_081822_4,N1 Twist man,FAM,Unknown,30.882928,224.559426,95,95_H9,Y,N,N,,,,,,,,,,,,,
H7,FALSE,B_SR_081822_4,N1 Twist man,FAM,Unknown,30.6302668,266.260138,95,95_H7,Y,N,N,,,,,,,,,,,,,
H8,FALSE,B_SR_081822_4,N1 Twist man,FAM,Unknown,30.5089861,288.944933,95,95_H8,Y,N,N,,,,,,,,,,,,,
G7,FALSE,1.00E+07,18S IVT man,FAM,Standard,17.1264,10000000,111,,N,N,N,N,,,,,,,,,,,,
G8,FALSE,1.00E+07,18S IVT man,FAM,Standard,17.01666,10000000,111,,N,N,N,N,,,,,,,,,,,,
G9,FALSE,1.00E+07,18S IVT man,FAM,Standard,16.84106,10000000,111,,N,N,N,N,,,,,,,,,,,,
G1,FALSE,1.00E+07,bact IVT man,FAM,Standard,16.63946,10000000,111,,N,N,N,N,,,,,,,,,,,,
G2,FALSE,1.00E+07,bact IVT man,FAM,Standard,16.76344,10000000,111,,N,N,N,N,,,,,,,,,,,,
G3,FALSE,1.00E+07,bact IVT man,FAM,Standard,16.792,10000000,111,,N,N,N,N,,,,,,,,,,,,
G11,FALSE,B_SQ_091520_4,crAss DNA man,FAM,Unknown,18.03060799,17562928.42,121,121_G11,N,N,N,N,,,,,,,,,,,,
G12,FALSE,B_SQ_091520_4,crAss DNA man,FAM,Unknown,17.73488164,21000304.09,121,121_G12,N,N,N,N,,,,,,,,,,,,
G10,FALSE,B_SQ_091520_4,crAss DNA man,FAM,Unknown,17.53466701,23701850.38,121,121_G10,N,N,N,N,,,,,,,,,,,,
F5,FALSE,C_S68_060220_1,Xeno IPC man,VIC,Unknown,36.0824852,78181881.6,92,92_F5,N,N,N,,,,,,,,,,,,,
C12,FALSE,C_ADA_072820_3,GFP IVT man,FAM,Unknown,13.97661937,82097576.92,124,124_C12,N,N,N,N,,,,,,,,,,,,
C11,FALSE,C_ADA_072820_3,GFP IVT man,FAM,Unknown,13.94297924,83985191.66,124,124_C11,N,N,N,N,,,,,,,,,,,,
C10,FALSE,C_ADA_072820_3,GFP IVT man,FAM,Unknown,13.90863585,85957045.97,124,124_C10,N,N,N,N,,,,,,,,,,,,
H7,FALSE,1.00E+08,18S IVT man,FAM,Standard,13.62357,1.00E+08,111,,N,N,N,N,,,,,,,,,,,,
H8,FALSE,1.00E+08,18S IVT man,FAM,Standard,13.69741,1.00E+08,111,,N,N,N,N,,,,,,,,,,,,
H9,FALSE,1.00E+08,18S IVT man,FAM,Standard,13.00852,1.00E+08,111,,N,N,N,N,,,,,,,,,,,,
H1,FALSE,1.00E+08,bact IVT man,FAM,Standard,13.11932,1.00E+08,111,,N,N,N,N,,,,,,,,,,,,
H2,FALSE,1.00E+08,bact IVT man,FAM,Standard,13.81007,1.00E+08,111,,N,N,N,N,,,,,,,,,,,,
H3,FALSE,1.00E+08,bact IVT man,FAM,Standard,13.27828,1.00E+08,111,,N,N,N,N,,,,,,,,,,,,
F8,FALSE,C_S68_071420_1,Xeno IPC man,VIC,Unknown,36.1779568,118490640,92,92_F8,N,N,N,,,,,,,,,,,,,
F4,FALSE,C_S68_060220_1,Xeno IPC man,VIC,Unknown,36.3399589,239938597,92,92_F4,N,N,N,,,,,,,,,,,,,
D8,FALSE,C_ADA_070720_4,N1 Twist man,FAM,Unknown,34.9350839,16.503959,88,88_D8,Y,N,N,,,,,,,,,,,,,
A7,FALSE,C_N49_070720_1,N1 Twist man,FAM,Unknown,35.0621524,17.2484068,87,87_A7,Y,N,N,,,,,,,,,,,,,
C9,FALSE,C_ADA_070720_3,N1 Twist man,FAM,Unknown,34.782997,18.3220905,88,88_C9,Y,N,N,,,,,,,,,,,,,
A9,FALSE,C_ADA_063020_3,N1 Twist man,FAM,Unknown,34.692295,19.5003752,88,88_A9,Y,N,N,,,,,,,,,,,,,
G6,FALSE,C_N49_062320_1,N1 Twist man,FAM,Unknown,34.8564618,19.6629281,87,87_G6,Y,N,N,,,,,,,,,,,,,
A4,FALSE,C_N49_042120_1,N1 Twist man,FAM,Unknown,34.7379608,21.2045255,87,87_A4,Y,N,N,,,,,,,,,,,,,
A10,FALSE,B_SR_082520_4,N1 Twist man,FAM,Unknown,32.0764934,100.432843,95,95_A10,Y,N,N,,,,,,,,,,,,,
A12,FALSE,B_SR_082520_4,N1 Twist man,FAM,Unknown,31.9464314,109.636626,95,95_A12,Y,N,N,,,,,,,,,,,,,
A11,FALSE,B_SR_082520_4,N1 Twist man,FAM,Unknown,31.866433,115.711848,95,95_A11,Y,N,N,,,,,,,,,,,,,
B10,FALSE,B_SR_090120_4,N1 Twist man,FAM,Unknown,32.0811647,100.117055,95,95_B10,Y,N,N,,,,,,,,,,,,,
B12,FALSE,B_SR_090120_4,N1 Twist man,FAM,Unknown,31.790038,121.827401,95,95_B12,Y,N,N,,,,,,,,,,,,,
B11,FALSE,B_SR_090120_4,N1 Twist man,FAM,Unknown,31.647268,134.136075,95,95_B11,Y,N,N,,,,,,,,,,,,,
D6,FALSE,C_N49_060220_1,N1 Twist man,FAM,Unknown,34.6680863,22.1695859,87,87_D6,Y,N,N,,,,,,,,,,,,,
B7,FALSE,C_ADA_063020_4,N1 Twist man,FAM,Unknown,34.4937956,22.3501591,88,88_B7,Y,N,N,,,,,,,,,,,,,
D4,FALSE,C_N49_060220_1,N1 Twist man,FAM,Unknown,34.63092,22.7006728,87,87_D4,Y,N,N,,,,,,,,,,,,,
H4,FALSE,C_N49_063020_1,N1 Twist man,FAM,Unknown,34.6007391,23.1412885,87,87_H4,Y,N,N,,,,,,,,,,,,,
D9,FALSE,C_ADA_070720_4,N1 Twist man,FAM,Unknown,34.3372242,24.8889044,88,88_D9,Y,N,N,,,,,,,,,,,,,
A8,FALSE,C_N49_070720_1,N1 Twist man,FAM,Unknown,34.4606938,25.3004114,87,87_A8,Y,N,N,,,,,,,,,,,,,
A8,FALSE,C_ADA_063020_3,N1 Twist man,FAM,Unknown,34.3025256,25.4894703,88,88_A8,Y,N,N,,,,,,,,,,,,,
C9,FALSE,C_N49_072820_4,N1 Twist man,FAM,Unknown,34.3225985,27.6266501,87,87_C9,Y,N,N,,,,,,,,,,,,,
B9,FALSE,C_ADA_063020_4,N1 Twist man,FAM,Unknown,34.1772677,27.780571,88,88_B9,Y,N,N,,,,,,,,,,,,,
C7,FALSE,C_N49_072820_4,N1 Twist man,FAM,Unknown,34.1885969,30.088216,87,87_C7,Y,N,N,,,,,,,,,,,,,
F9,FALSE,C_N49_081820_4,N1 Twist man,FAM,Unknown,34.0852361,32.1357632,87,87_F9,Y,N,N,,,,,,,,,,,,,
F7,FALSE,C_N49_081820_4,N1 Twist man,FAM,Unknown,33.9020043,36.1139642,87,87_F7,Y,N,N,,,,,,,,,,,,,
A7,FALSE,C_ADA_063020_3,N1 Twist man,FAM,Unknown,33.7076991,38.3595291,88,88_A7,Y,N,N,,,,,,,,,,,,,
C8,FALSE,C_ADA_070720_3,N1 Twist man,FAM,Unknown,33.6817868,39.0486647,88,88_C8,Y,N,N,,,,,,,,,,,,,
A4,FALSE,C_ADA_052820_3,Xeno IPC man,VIC,Unknown,32.093714,43.5094209,88,88_A4,Y,N,N,,,,,,,,,,,,,
F8,FALSE,C_N49_081820_4,N1 Twist man,FAM,Unknown,33.5034143,46.5516626,87,87_F8,Y,N,N,,,,,,,,,,,,,
C8,FALSE,C_N49_072820_4,N1 Twist man,FAM,Unknown,33.4284762,48.8275514,87,87_C8,Y,N,N,,,,,,,,,,,,,
B8,FALSE,C_N49_071420_1,N1 Twist man,FAM,Unknown,33.370779,50.6553662,87,87_B8,Y,N,N,,,,,,,,,,,,,
B7,FALSE,C_N49_071420_1,N1 Twist man,FAM,Unknown,33.3631639,50.9016639,87,87_B7,Y,N,N,,,,,,,,,,,,,
B9,FALSE,C_N49_071420_1,N1 Twist man,FAM,Unknown,32.7848648,73.5705627,87,87_B9,Y,N,N,,,,,,,,,,,,,
E9,FALSE,C_N49_081120_4,N1 Twist man,FAM,Unknown,32.747806,75.3278307,87,87_E9,N,N,N,,,,,,,,,,,,,
E8,FALSE,C_N49_081120_4,N1 Twist man,FAM,Unknown,32.5455479,85.6850654,87,87_E8,N,N,N,,,,,,,,,,,,,
E7,FALSE,C_N49_081120_4,N1 Twist man,FAM,Unknown,32.4782096,89.4401701,87,87_E7,N,N,N,,,,,,,,,,,,,
A9,FALSE,C_ADA_063020_3,Xeno IPC man,VIC,Unknown,32.0171323,252.854915,88,88_A9,Y,N,N,,,,,,,,,,,,,
B11,FALSE,control_PBS_B14_1,Xeno IPC man,VIC,Unknown,32.0036933,344.34466,88,88_B11,Y,N,N,,,,,,,,,,,,,
H9,FALSE,control_PBS_B9_1,Xeno IPC man,VIC,Unknown,32.162833,1014.82935,87,87_H9,Y,N,N,,,,,,,,,,,,,
B10,FALSE,control_PBS_B14_1,Xeno IPC man,VIC,Unknown,31.9524756,1117.24344,88,88_B10,Y,N,N,,,,,,,,,,,,,
H7,FALSE,control_PBS_B9_1,Xeno IPC man,VIC,Unknown,32.267148,105084224,87,87_H7,Y,N,N,,,,,,,,,,,,,
B4,FALSE,C_N49_051920_1,Xeno IPC man,VIC,Unknown,32.3316331,1.32E+11,87,87_B4,Y,N,N,,,,,,,,,,,,,
H8,FALSE,control_PBS_B9_1,Xeno IPC man,VIC,Unknown,32.4489218,5.76E+16,87,87_H8,Y,N,N,,,,,,,,,,,,,
A9,FALSE,C_N49_070720_1,Xeno IPC man,VIC,Unknown,32.5374327,1.04E+21,87,87_A9,Y,N,N,,,,,,,,,,,,,
A7,FALSE,C_N49_070720_1,Xeno IPC man,VIC,Unknown,32.657512,6.15E+26,87,87_A7,Y,N,N,,,,,,,,,,,,,
A8,FALSE,C_N49_070720_1,Xeno IPC man,VIC,Unknown,32.6669772,1.75E+27,87,87_A8,Y,N,N,,,,,,,,,,,,,
B5,FALSE,C_N49_051920_1,Xeno IPC man,VIC,Unknown,32.781845,5.84E+32,87,87_B5,Y,N,N,,,,,,,,,,,,,
