Well,Omit,Sample,Target,Dye,Task,Cq,Quantity,plate_id,well_id,is_primary_value,is_dilution,inhibition_testing,LoD_testing,note,inhib_dCt2,,,,,,,,,,
F9,FALSE,10x_control_spike_GFP_090820_P,GFP IVT man,FAM,Unknown,10.60598922,8.01E+08,124,124_F9,Y,Y,N,N,,,,,,,,,,,,
F10,FALSE,10x_control_spike_GFP_101220_BL,GFP IVT man,FAM,Unknown,10.69420336,7.54E+08,124,124_F10,Y,Y,N,N,,,,,,,,,,,,
F11,FALSE,10x_control_spike_GFP_101220_BL,GFP IVT man,FAM,Unknown,11.02838172,6.02E+08,124,124_F11,Y,Y,N,N,,,,,,,,,,,,
F12,FALSE,10x_control_spike_GFP_101220_BL,GFP IVT man,FAM,Unknown,10.57648532,8.17E+08,124,124_F12,Y,Y,N,N,,,,,,,,,,,,
G1,FALSE,1.00E+09,GFP IVT man,FAM,Standard,10.3512262,1000000000,124,124_G1,Y,N,N,N,,,,,,,,,,,,
G2,FALSE,1.00E+09,GFP IVT man,FAM,Standard,10.27878868,1000000000,124,124_G2,Y,N,N,N,,,,,,,,,,,,
G3,FALSE,1.00E+09,GFP IVT man,FAM,Standard,10.1427692,1000000000,124,124_G3,Y,N,N,N,,,,,,,,,,,,
H1,FALSE,1.00E+10,GFP IVT man,FAM,Standard,6.822502212,10000000000,124,124_H1,Y,N,N,N,,,,,,,,,,,,
H2,FALSE,1.00E+10,GFP IVT man,FAM,Standard,6.960625377,10000000000,124,124_H2,Y,N,N,N,,,,,,,,,,,,
H3,FALSE,1.00E+10,GFP IVT man,FAM,Standard,6.89089533,10000000000,124,124_H3,Y,N,N,N,,,,,,,,,,,,
A1,FALSE,NTC,bCoV Ultra man,FAM,Negative Control,Undetermined,,125,125_A1,Y,N,N,N,,,,,,,,,,,,
A2,FALSE,NTC,bCoV Ultra man,FAM,Negative Control,Undetermined,,125,125_A2,Y,N,N,N,,,,,,,,,,,,
A3,FALSE,NTC,bCoV Ultra man,FAM,Negative Control,Undetermined,,125,125_A3,Y,N,N,N,,,,,,,,,,,,
A4,FALSE,K_K_INF_061220_3,bCoV Ultra man,FAM,Unknown,25.64778134,394232.0611,125,125_A4,Y,N,N,N,,,,,,,,,,,,
A5,FALSE,K_K_INF_061220_3,bCoV Ultra man,FAM,Unknown,25.72449247,376061.1566,125,125_A5,Y,N,N,N,,,,,,,,,,,,
A6,FALSE,K_K_INF_061220_3,bCoV Ultra man,FAM,Unknown,26.08003898,302185.6489,125,125_A6,Y,N,N,N,,,,,,,,,,,,
A7,FALSE,E_Inf_052920_3,bCoV Ultra man,FAM,Unknown,26.065791,304845.7871,125,125_A7,Y,N,N,N,,,,,,,,,,,,
A8,FALSE,E_Inf_052920_3,bCoV Ultra man,FAM,Unknown,26.11181014,296337.1731,125,125_A8,Y,N,N,N,,,,,,,,,,,,
A9,FALSE,E_Inf_052920_3,bCoV Ultra man,FAM,Unknown,26.14969716,289510.6714,125,125_A9,Y,N,N,N,,,,,,,,,,,,
A10,FALSE,B_SQ_070820_4,bCoV Ultra man,FAM,Unknown,25.94300962,328761.8228,125,125_A10,Y,N,N,N,,,,,,,,,,,,
A11,FALSE,B_SQ_070820_4,bCoV Ultra man,FAM,Unknown,26.36985256,252842.3497,125,125_A11,Y,N,N,N,,,,,,,,,,,,
A12,FALSE,B_SQ_070820_4,bCoV Ultra man,FAM,Unknown,25.88043943,341662.3113,125,125_A12,Y,N,N,N,,,,,,,,,,,,
B1,FALSE,1.00E+02,bCoV Ultra man,FAM,Standard,38.82964335,100,125,125_B1,Y,N,N,N,,,,,,,,,,,,
B2,FALSE,1.00E+02,bCoV Ultra man,FAM,Standard,39.95646741,100,125,125_B2,Y,N,N,N,,,,,,,,,,,,
B3,FALSE,1.00E+02,bCoV Ultra man,FAM,Standard,38.2323123,100,125,125_B3,Y,N,N,N,,,,,,,,,,,,
B4,FALSE,K_K_INF_062620_3,bCoV Ultra man,FAM,Unknown,26.12791387,293416.1449,125,125_B4,Y,N,N,N,,,,,,,,,,,,
B5,FALSE,K_K_INF_062620_3,bCoV Ultra man,FAM,Unknown,27.58751026,119550.4526,125,125_B5,Y,N,N,N,,,,,,,,,,,,
B6,FALSE,K_K_INF_062620_3,bCoV Ultra man,FAM,Unknown,27.59417348,119061.4413,125,125_B6,Y,N,N,N,,,,,,,,,,,,
B7,FALSE,E_Inf_062820_3,bCoV Ultra man,FAM,Unknown,26.76205484,198642.6711,125,125_B7,Y,N,N,N,,,,,,,,,,,,
B8,FALSE,E_Inf_062820_3,bCoV Ultra man,FAM,Unknown,27.80798697,104388.0123,125,125_B8,Y,N,N,N,,,,,,,,,,,,
B9,FALSE,E_Inf_062820_3,bCoV Ultra man,FAM,Unknown,27.25233466,146924.3417,125,125_B9,Y,N,N,N,,,,,,,,,,,,
B10,FALSE,B_SQ_071520_4,bCoV Ultra man,FAM,Unknown,26.06643877,304724.3414,125,125_B10,Y,N,N,N,,,,,,,,,,,,
B11,FALSE,B_SQ_071520_4,bCoV Ultra man,FAM,Unknown,26.53193695,228848.8815,125,125_B11,Y,N,N,N,,,,,,,,,,,,
B12,FALSE,B_SQ_071520_4,bCoV Ultra man,FAM,Unknown,26.14519263,290313.9917,125,125_B12,Y,N,N,N,,,,,,,,,,,,
C1,FALSE,1.00E+03,bCoV Ultra man,FAM,Standard,34.75444621,1000,125,125_C1,Y,N,N,N,,,,,,,,,,,,
C2,FALSE,1.00E+03,bCoV Ultra man,FAM,Standard,35.07781035,1000,125,125_C2,Y,N,N,N,,,,,,,,,,,,
C3,FALSE,1.00E+03,bCoV Ultra man,FAM,Standard,35.78669499,1000,125,125_C3,Y,N,N,N,,,,,,,,,,,,
C4,FALSE,K_K_INF_071720_3,bCoV Ultra man,FAM,Unknown,26.55148166,226113.9743,125,125_C4,Y,N,N,N,,,,,,,,,,,,
C5,FALSE,K_K_INF_071720_3,bCoV Ultra man,FAM,Unknown,27.06207002,165166.9549,125,125_C5,Y,N,N,N,,,,,,,,,,,,
C6,FALSE,K_K_INF_071720_3,bCoV Ultra man,FAM,Unknown,28.51883809,67413.35933,125,125_C6,Y,N,N,N,,,,,,,,,,,,
C7,FALSE,E_Inf_071920_3,bCoV Ultra man,FAM,Unknown,29.04189104,48866.5632,125,125_C7,Y,N,N,N,,,,,,,,,,,,
C8,FALSE,E_Inf_071920_3,bCoV Ultra man,FAM,Unknown,29.72948728,32012.5084,125,125_C8,Y,N,N,N,,,,,,,,,,,,
C9,FALSE,E_Inf_071920_3,bCoV Ultra man,FAM,Unknown,30.07107204,25945.67418,125,125_C9,Y,N,N,N,,,,,,,,,,,,
C10,FALSE,B_SQ_081120_4,bCoV Ultra man,FAM,Unknown,26.44160771,241924.7779,125,125_C10,Y,N,N,N,,,,,,,,,,,,
C11,FALSE,B_SQ_081120_4,bCoV Ultra man,FAM,Unknown,26.57939925,222264.0322,125,125_C11,Y,N,N,N,,,,,,,,,,,,
C12,FALSE,B_SQ_081120_4,bCoV Ultra man,FAM,Unknown,26.52723457,229511.8116,125,125_C12,Y,N,N,N,,,,,,,,,,,,
D1,FALSE,1.00E+04,bCoV Ultra man,FAM,Standard,31.40441389,10000,125,125_D1,Y,N,N,N,,,,,,,,,,,,
D2,FALSE,1.00E+04,bCoV Ultra man,FAM,Standard,31.62038239,10000,125,125_D2,Y,N,N,N,,,,,,,,,,,,
D3,FALSE,1.00E+04,bCoV Ultra man,FAM,Standard,32.08476029,10000,125,125_D3,Y,N,N,N,,,,,,,,,,,,
D4,FALSE,K_K_INF_082820_3,bCoV Ultra man,FAM,Unknown,28.82983524,55675.32188,125,125_D4,Y,N,N,N,,,,,,,,,,,,
D5,FALSE,K_K_INF_082820_3,bCoV Ultra man,FAM,Unknown,28.54462758,66352.3451,125,125_D5,Y,N,N,N,,,,,,,,,,,,
D6,FALSE,K_K_INF_082820_3,bCoV Ultra man,FAM,Unknown,29.96188285,27748.21004,125,125_D6,Y,N,N,N,,,,,,,,,,,,
D7,FALSE,E_Inf_081820_3,bCoV Ultra man,FAM,Unknown,28.72331476,59445.61181,125,125_D7,Y,N,N,N,,,,,,,,,,,,
D8,FALSE,E_Inf_081820_3,bCoV Ultra man,FAM,Unknown,27.95317021,95469.52556,125,125_D8,Y,N,N,N,,,,,,,,,,,,
D9,FALSE,E_Inf_081820_3,bCoV Ultra man,FAM,Unknown,28.43698387,70894.64186,125,125_D9,Y,N,N,N,,,,,,,,,,,,
D10,FALSE,B_SQ_082520_4,bCoV Ultra man,FAM,Unknown,27.23601258,148406.9414,125,125_D10,Y,N,N,N,,,,,,,,,,,,
D11,FALSE,B_SQ_082520_4,bCoV Ultra man,FAM,Unknown,26.55004497,226313.8938,125,125_D11,Y,N,N,N,,,,,,,,,,,,
D12,FALSE,B_SQ_082520_4,bCoV Ultra man,FAM,Unknown,26.1357635,292002.7677,125,125_D12,Y,N,N,N,,,,,,,,,,,,
E1,FALSE,1.00E+05,bCoV Ultra man,FAM,Standard,27.89106558,100000,125,125_E1,Y,N,N,N,,,,,,,,,,,,
E2,FALSE,1.00E+05,bCoV Ultra man,FAM,Standard,28.21197996,100000,125,125_E2,Y,N,N,N,,,,,,,,,,,,
E3,FALSE,1.00E+05,bCoV Ultra man,FAM,Standard,28.46176127,100000,125,125_E3,Y,N,N,N,,,,,,,,,,,,
E4,FALSE,control_PBS_B17,bCoV Ultra man,FAM,Unknown,28.94984367,51713.31197,125,125_E4,Y,N,N,N,,,,,,,,,,,,
E5,FALSE,control_PBS_B17,bCoV Ultra man,FAM,Unknown,30.67784382,17863.44479,125,125_E5,Y,N,N,N,,,,,,,,,,,,
E6,FALSE,control_PBS_B17,bCoV Ultra man,FAM,Unknown,31.85115308,8679.892599,125,125_E6,Y,N,N,N,,,,,,,,,,,,
E7,FALSE,control_PBS_B3_1,bCoV Ultra man,FAM,Unknown,32.70731091,5126.144519,125,125_E7,Y,N,N,N,,,,,,,,,,,,
E8,FALSE,control_PBS_B3_1,bCoV Ultra man,FAM,Unknown,33.26773299,3631.394819,125,125_E8,Y,N,N,N,,,,,,,,,,,,
E9,FALSE,control_PBS_B3_1,bCoV Ultra man,FAM,Unknown,33.61780036,2927.875376,125,125_E9,Y,N,N,N,,,,,,,,,,,,
E10,FALSE,control_PBS_B7_1,bCoV Ultra man,FAM,Unknown,30.88292472,15746.2674,125,125_E10,Y,N,N,N,,,,,,,,,,,,
E11,FALSE,control_PBS_B7_1,bCoV Ultra man,FAM,Unknown,32.35643913,6361.018055,125,125_E11,Y,N,N,N,,,,,,,,,,,,
E12,FALSE,control_PBS_B7_1,bCoV Ultra man,FAM,Unknown,31.73447331,9325.786751,125,125_E12,Y,N,N,N,,,,,,,,,,,,
F1,FALSE,1.00E+06,bCoV Ultra man,FAM,Standard,23.97969204,1000000,125,125_F1,Y,N,N,N,,,,,,,,,,,,
F2,FALSE,1.00E+06,bCoV Ultra man,FAM,Standard,24.18279003,1000000,125,125_F2,Y,N,N,N,,,,,,,,,,,,
F3,FALSE,1.00E+06,bCoV Ultra man,FAM,Standard,24.49679367,1000000,125,125_F3,Y,N,N,N,,,,,,,,,,,,
F4,FALSE,control_spike_bCoV_102920_CP,bCoV Ultra man,FAM,Unknown,Undetermined,,125,125_F4,Y,N,N,N,,,,,,,,,,,,
F5,FALSE,control_spike_bCoV_102920_CP,bCoV Ultra man,FAM,Unknown,Undetermined,,125,125_F5,Y,N,N,N,,,,,,,,,,,,
F6,FALSE,control_spike_bCoV_102920_CP,bCoV Ultra man,FAM,Unknown,Undetermined,,125,125_F6,Y,N,N,N,,,,,,,,,,,,
F7,FALSE,control_spike_bCoV_090220_Q,bCoV Ultra man,FAM,Unknown,Undetermined,,125,125_F7,Y,N,N,N,,,,,,,,,,,,
F8,FALSE,control_spike_bCoV_090220_Q,bCoV Ultra man,FAM,Unknown,Undetermined,,125,125_F8,Y,N,N,N,,,,,,,,,,,,
F9,FALSE,control_spike_bCoV_090220_Q,bCoV Ultra man,FAM,Unknown,Undetermined,,125,125_F9,Y,N,N,N,,,,,,,,,,,,
F10,FALSE,control_spike_bCoV_090720_AG,bCoV Ultra man,FAM,Unknown,Undetermined,,125,125_F10,Y,N,N,N,,,,,,,,,,,,
F11,FALSE,control_spike_bCoV_090720_AG,bCoV Ultra man,FAM,Unknown,Undetermined,,125,125_F11,Y,N,N,N,,,,,,,,,,,,
F12,FALSE,control_spike_bCoV_090720_AG,bCoV Ultra man,FAM,Unknown,Undetermined,,125,125_F12,Y,N,N,N,,,,,,,,,,,,
G1,FALSE,1.00E+07,bCoV Ultra man,FAM,Standard,20.22312693,10000000,125,125_G1,Y,N,N,N,,,,,,,,,,,,
G2,FALSE,1.00E+07,bCoV Ultra man,FAM,Standard,20.36431761,10000000,125,125_G2,Y,N,N,N,,,,,,,,,,,,
G3,FALSE,1.00E+07,bCoV Ultra man,FAM,Standard,20.49144401,10000000,125,125_G3,Y,N,N,N,,,,,,,,,,,,
G4,FALSE,control_spike_bCoV_95C_frozen_120920_1,bCoV Ultra man,FAM,Unknown,33.22938015,3718.08635,125,125_G4,Y,N,N,N,,,,,,,,,,,,
G5,FALSE,control_spike_bCoV_95C_frozen_120920_1,bCoV Ultra man,FAM,Unknown,39.44881195,81.05716722,125,125_G5,Y,N,N,N,,,,,,,,,,,,
G6,FALSE,control_spike_bCoV_95C_frozen_120920_1,bCoV Ultra man,FAM,Unknown,39.18433576,95.37763023,125,125_G6,Y,N,N,N,,,,,,,,,,,,
G7,FALSE,control_spike_bCoV_95C_frozen_120920_2,bCoV Ultra man,FAM,Unknown,37.58731883,254.736605,125,125_G7,Y,N,N,N,,,,,,,,,,,,
G8,FALSE,control_spike_bCoV_95C_frozen_120920_2,bCoV Ultra man,FAM,Unknown,40.08027014,54.96632135,125,125_G8,Y,N,N,N,,,,,,,,,,,,
G9,FALSE,control_spike_bCoV_95C_frozen_120920_2,bCoV Ultra man,FAM,Unknown,38.1117925,184.4920428,125,125_G9,Y,N,N,N,,,,,,,,,,,,
G10,FALSE,control_spike_bCoV_95C_frozen_120920_3,bCoV Ultra man,FAM,Unknown,36.54640744,483.2501307,125,125_G10,Y,N,N,N,,,,,,,,,,,,
G11,FALSE,control_spike_bCoV_95C_frozen_120920_3,bCoV Ultra man,FAM,Unknown,32.52420475,5737.303915,125,125_G11,Y,N,N,N,,,,,,,,,,,,
G12,FALSE,control_spike_bCoV_95C_frozen_120920_3,bCoV Ultra man,FAM,Unknown,31.33602044,11916.05782,125,125_G12,Y,N,N,N,,,,,,,,,,,,
H1,FALSE,1.00E+08,bCoV Ultra man,FAM,Standard,16.33488421,100000000,125,125_H1,Y,N,N,N,,,,,,,,,,,,
H2,FALSE,1.00E+08,bCoV Ultra man,FAM,Standard,16.6000276,100000000,125,125_H2,Y,N,N,N,,,,,,,,,,,,
H3,FALSE,1.00E+08,bCoV Ultra man,FAM,Standard,16.45138353,100000000,125,125_H3,Y,N,N,N,,,,,,,,,,,,
H4,FALSE,control_spike_bCoV_75C_frozen_120920_1,bCoV Ultra man,FAM,Unknown,27.71733731,110374.255,125,125_H4,Y,N,N,N,,,,,,,,,,,,
H5,FALSE,control_spike_bCoV_75C_frozen_120920_1,bCoV Ultra man,FAM,Unknown,29.38991731,39449.01807,125,125_H5,Y,N,N,N,,,,,,,,,,,,
H6,FALSE,control_spike_bCoV_75C_frozen_120920_1,bCoV Ultra man,FAM,Unknown,30.44273523,20643.09109,125,125_H6,Y,N,N,N,,,,,,,,,,,,
H7,FALSE,control_spike_bCoV_75C_frozen_120920_2,bCoV Ultra man,FAM,Unknown,28.92299307,52574.54488,125,125_H7,Y,N,N,N,,,,,,,,,,,,
H8,FALSE,control_spike_bCoV_75C_frozen_120920_2,bCoV Ultra man,FAM,Unknown,29.41915164,38745.94112,125,125_H8,Y,N,N,N,,,,,,,,,,,,
H9,FALSE,control_spike_bCoV_75C_frozen_120920_2,bCoV Ultra man,FAM,Unknown,30.00203995,27071.16583,125,125_H9,Y,N,N,N,,,,,,,,,,,,
H10,FALSE,control_spike_bCoV_75C_frozen_120920_3,bCoV Ultra man,FAM,Unknown,28.74278072,58738.03969,125,125_H10,Y,N,N,N,,,,,,,,,,,,
H11,FALSE,control_spike_bCoV_75C_frozen_120920_3,bCoV Ultra man,FAM,Unknown,30.53976073,19447.0737,125,125_H11,Y,N,N,N,,,,,,,,,,,,
H12,FALSE,control_spike_bCoV_75C_frozen_120920_3,bCoV Ultra man,FAM,Unknown,30.54670868,19364.13532,125,125_H12,Y,N,N,N,,,,,,,,,,,,
A1,FALSE,NTC,bCoV Ultra man,FAM,Negative Control,Undetermined,,126,126_A1,Y,N,N,N,,,,,,,,,,,,
A2,FALSE,NTC,bCoV Ultra man,FAM,Negative Control,Undetermined,,126,126_A2,Y,N,N,N,,,,,,,,,,,,
A3,FALSE,NTC,bCoV Ultra man,FAM,Negative Control,Undetermined,,126,126_A3,Y,N,N,N,,,,,,,,,,,,
A4,FALSE,C_S68_051920_1,bCoV Ultra man,FAM,Unknown,25.90308024,695239.7817,126,126_A4,Y,N,N,N,,,,,,,,,,,,
A5,FALSE,C_S68_051920_1,bCoV Ultra man,FAM,Unknown,26.05205576,624223.2538,126,126_A5,Y,N,N,N,,,,,,,,,,,,
A6,FALSE,C_S68_051920_1,bCoV Ultra man,FAM,Unknown,26.2837314,527920.2847,126,126_A6,Y,N,N,N,,,,,,,,,,,,
A7,FALSE,C_N49_060220_1,bCoV Ultra man,FAM,Unknown,25.47390561,948293.07,126,126_A7,Y,N,N,N,,,,,,,,,,,,
A8,FALSE,C_N49_060220_1,bCoV Ultra man,FAM,Unknown,25.36856707,1023364.733,126,126_A8,Y,N,N,N,,,,,,,,,,,,
A9,FALSE,C_N49_060220_1,bCoV Ultra man,FAM,Unknown,25.48402447,941378.2165,126,126_A9,Y,N,N,N,,,,,,,,,,,,
A10,FALSE,C_ADA_060220_4,bCoV Ultra man,FAM,Unknown,26.66770353,399906.9368,126,126_A10,Y,N,N,N,,,,,,,,,,,,
A11,FALSE,C_ADA_060220_4,bCoV Ultra man,FAM,Unknown,26.70464512,389363.486,126,126_A11,Y,N,N,N,,,,,,,,,,,,
A12,FALSE,C_ADA_060220_4,bCoV Ultra man,FAM,Unknown,26.61900076,414244.6932,126,126_A12,Y,N,N,N,,,,,,,,,,,,
B1,FALSE,10,bCoV Ultra man,FAM,Standard,34.31159098,10,126,126_B1,Y,N,N,N,,,,,,,,,,,,
B2,FALSE,10,bCoV Ultra man,FAM,Standard,Undetermined,10,126,126_B2,Y,N,N,N,,,,,,,,,,,,
B3,FALSE,10,bCoV Ultra man,FAM,Standard,Undetermined,10,126,126_B3,Y,N,N,N,,,,,,,,,,,,
B4,FALSE,C_S68_062320_1,bCoV Ultra man,FAM,Unknown,26.46679037,462453.1377,126,126_B4,Y,N,N,N,,,,,,,,,,,,
B5,FALSE,C_S68_062320_1,bCoV Ultra man,FAM,Unknown,27.18096683,275891.2309,126,126_B5,Y,N,N,N,,,,,,,,,,,,
B6,FALSE,C_S68_062320_1,bCoV Ultra man,FAM,Unknown,27.16196119,279709.8476,126,126_B6,Y,N,N,N,,,,,,,,,,,,
B7,FALSE,C_N49_062320_1,bCoV Ultra man,FAM,Unknown,26.38955935,489020.1485,126,126_B7,Y,N,N,N,,,,,,,,,,,,
B8,FALSE,C_N49_062320_1,bCoV Ultra man,FAM,Unknown,26.48161643,457520.6697,126,126_B8,Y,N,N,N,,,,,,,,,,,,
B9,FALSE,C_N49_062320_1,bCoV Ultra man,FAM,Unknown,26.35708113,500643.3821,126,126_B9,Y,N,N,N,,,,,,,,,,,,
B10,FALSE,C_ADA_061620_4,bCoV Ultra man,FAM,Unknown,27.98671287,154044.1323,126,126_B10,Y,N,N,N,,,,,,,,,,,,
B11,FALSE,C_ADA_061620_4,bCoV Ultra man,FAM,Unknown,27.55691425,210207.9441,126,126_B11,Y,N,N,N,,,,,,,,,,,,
B12,FALSE,C_ADA_061620_4,bCoV Ultra man,FAM,Unknown,27.46130383,225258.5553,126,126_B12,Y,N,N,N,,,,,,,,,,,,
C1,FALSE,20,bCoV Ultra man,FAM,Standard,Undetermined,20,126,126_C1,Y,N,N,N,,,,,,,,,,,,
C2,FALSE,20,bCoV Ultra man,FAM,Standard,41.46761798,20,126,126_C2,Y,N,N,N,,,,,,,,,,,,
C3,FALSE,20,bCoV Ultra man,FAM,Standard,Undetermined,20,126,126_C3,Y,N,N,N,,,,,,,,,,,,
C4,FALSE,C_S68_072120_1,bCoV Ultra man,FAM,Unknown,27.91541049,162196.671,126,126_C4,Y,N,N,N,,,,,,,,,,,,
C5,FALSE,C_S68_072120_1,bCoV Ultra man,FAM,Unknown,27.89177831,164992.8163,126,126_C5,Y,N,N,N,,,,,,,,,,,,
C6,FALSE,C_S68_072120_1,bCoV Ultra man,FAM,Unknown,28.9520179,76636.09677,126,126_C6,Y,N,N,N,,,,,,,,,,,,
C7,FALSE,C_N49_071420_1,bCoV Ultra man,FAM,Unknown,26.86392354,346995.8689,126,126_C7,Y,N,N,N,,,,,,,,,,,,
C8,FALSE,C_N49_071420_1,bCoV Ultra man,FAM,Unknown,27.62124683,200651.1391,126,126_C8,Y,N,N,N,,,,,,,,,,,,
C9,FALSE,C_N49_071420_1,bCoV Ultra man,FAM,Unknown,27.14823293,282500.9646,126,126_C9,Y,N,N,N,,,,,,,,,,,,
A3,FALSE,NTC,N1 Twist man,FAM,Negative Control,Undetermined,,102,102_A3,N,N,N,,,,,,,,,,,,,
D1,FALSE,100,bCoV Ultra man,FAM,Standard,40.66348136,100,126,126_D1,Y,N,N,N,,,,,,,,,,,,
D2,FALSE,100,bCoV Ultra man,FAM,Standard,Undetermined,100,126,126_D2,Y,N,N,N,,,,,,,,,,,,
D3,FALSE,100,bCoV Ultra man,FAM,Standard,39.29531182,100,126,126_D3,Y,N,N,N,,,,,,,,,,,,
D4,FALSE,C_S68_081820_4,bCoV Ultra man,FAM,Unknown,26.94163555,328030.4803,126,126_D4,Y,N,N,N,,,,,,,,,,,,
D5,FALSE,C_S68_081820_4,bCoV Ultra man,FAM,Unknown,27.97356003,155516.5435,126,126_D5,Y,N,N,N,,,,,,,,,,,,
D6,FALSE,C_S68_081820_4,bCoV Ultra man,FAM,Unknown,28.20066698,131959.3217,126,126_D6,Y,N,N,N,,,,,,,,,,,,
D7,FALSE,C_N49_081820_4,bCoV Ultra man,FAM,Unknown,27.58523628,205945.7798,126,126_D7,Y,N,N,N,,,,,,,,,,,,
D8,FALSE,C_N49_081820_4,bCoV Ultra man,FAM,Unknown,27.29611915,253844.3053,126,126_D8,Y,N,N,N,,,,,,,,,,,,
D9,FALSE,C_N49_081820_4,bCoV Ultra man,FAM,Unknown,27.81610334,174275.0783,126,126_D9,Y,N,N,N,,,,,,,,,,,,
D10,FALSE,C_ADA_081820_4,bCoV Ultra man,FAM,Unknown,27.64030322,197904.573,126,126_D10,Y,N,N,N,,,,,,,,,,,,
D11,FALSE,C_ADA_081820_4,bCoV Ultra man,FAM,Unknown,27.26891065,258889.1684,126,126_D11,Y,N,N,N,,,,,,,,,,,,
D12,FALSE,C_ADA_081820_4,bCoV Ultra man,FAM,Unknown,27.41470803,232979.3835,126,126_D12,Y,N,N,N,,,,,,,,,,,,
E1,FALSE,1.00E+03,bCoV Ultra man,FAM,Standard,36.09909835,1000,126,126_E1,Y,N,N,N,,,,,,,,,,,,
E2,FALSE,1.00E+03,bCoV Ultra man,FAM,Standard,36.55961288,1000,126,126_E2,Y,N,N,N,,,,,,,,,,,,
E3,FALSE,1.00E+03,bCoV Ultra man,FAM,Standard,36.03430257,1000,126,126_E3,Y,N,N,N,,,,,,,,,,,,
E4,FALSE,control_PBS_B4_1,bCoV Ultra man,FAM,Unknown,28.67788634,93441.71245,126,126_E4,Y,N,N,N,,,,,,,,,,,,
E5,FALSE,control_PBS_B4_1,bCoV Ultra man,FAM,Unknown,29.05316804,71229.70154,126,126_E5,Y,N,N,N,,,,,,,,,,,,
E6,FALSE,control_PBS_B4_1,bCoV Ultra man,FAM,Unknown,29.8776978,39234.51026,126,126_E6,Y,N,N,N,,,,,,,,,,,,
E7,FALSE,control_PBS_B9_1,bCoV Ultra man,FAM,Unknown,30.05931526,34404.90884,126,126_E7,Y,N,N,N,,,,,,,,,,,,
E8,FALSE,control_PBS_B9_1,bCoV Ultra man,FAM,Unknown,30.31202541,28657.72257,126,126_E8,Y,N,N,N,,,,,,,,,,,,
E9,FALSE,control_PBS_B9_1,bCoV Ultra man,FAM,Unknown,30.17003453,31757.21447,126,126_E9,Y,N,N,N,,,,,,,,,,,,
E10,FALSE,control_PBS_B14_1,bCoV Ultra man,FAM,Unknown,36.85353968,252.6317037,126,126_E10,Y,N,N,N,,,,,,,,,,,,
E11,FALSE,control_PBS_B14_1,bCoV Ultra man,FAM,Unknown,36.12881761,426.7073894,126,126_E11,Y,N,N,N,,,,,,,,,,,,
E12,FALSE,control_PBS_B14_1,bCoV Ultra man,FAM,Unknown,36.0420154,454.3552919,126,126_E12,Y,N,N,N,,,,,,,,,,,,
F1,FALSE,1.00E+04,bCoV Ultra man,FAM,Standard,31.9330851,10000,126,126_F1,Y,N,N,N,,,,,,,,,,,,
F2,FALSE,1.00E+04,bCoV Ultra man,FAM,Standard,32.18752708,10000,126,126_F2,Y,N,N,N,,,,,,,,,,,,
F3,FALSE,1.00E+04,bCoV Ultra man,FAM,Standard,32.14446365,10000,126,126_F3,Y,N,N,N,,,,,,,,,,,,
F4,FALSE,control_spike_bCoV_090220_AA,bCoV Ultra man,FAM,Unknown,Undetermined,,126,126_F4,Y,N,N,N,,,,,,,,,,,,
F5,FALSE,control_spike_bCoV_090220_AA,bCoV Ultra man,FAM,Unknown,Undetermined,,126,126_F5,Y,N,N,N,,,,,,,,,,,,
F6,FALSE,control_spike_bCoV_090220_AA,bCoV Ultra man,FAM,Unknown,Undetermined,,126,126_F6,Y,N,N,N,,,,,,,,,,,,
F7,FALSE,control_spike_bCoV_090820_AI,bCoV Ultra man,FAM,Unknown,Undetermined,,126,126_F7,Y,N,N,N,,,,,,,,,,,,
F8,FALSE,control_spike_bCoV_090820_AI,bCoV Ultra man,FAM,Unknown,Undetermined,,126,126_F8,Y,N,N,N,,,,,,,,,,,,
F9,FALSE,control_spike_bCoV_090820_AI,bCoV Ultra man,FAM,Unknown,Undetermined,,126,126_F9,Y,N,N,N,,,,,,,,,,,,
F10,FALSE,control_spike_bCoV_101220_CE,bCoV Ultra man,FAM,Unknown,Undetermined,,126,126_F10,Y,N,N,N,,,,,,,,,,,,
F11,FALSE,control_spike_bCoV_101220_CE,bCoV Ultra man,FAM,Unknown,Undetermined,,126,126_F11,Y,N,N,N,,,,,,,,,,,,
F12,FALSE,control_spike_bCoV_101220_CE,bCoV Ultra man,FAM,Unknown,Undetermined,,126,126_F12,Y,N,N,N,,,,,,,,,,,,
G1,FALSE,1.00E+05,bCoV Ultra man,FAM,Standard,29.04276489,100000,126,126_G1,Y,N,N,N,,,,,,,,,,,,
G2,FALSE,1.00E+05,bCoV Ultra man,FAM,Standard,29.1633281,100000,126,126_G2,Y,N,N,N,,,,,,,,,,,,
G3,FALSE,1.00E+05,bCoV Ultra man,FAM,Standard,29.18156691,100000,126,126_G3,Y,N,N,N,,,,,,,,,,,,
G4,FALSE,control_spike_bCoV_95C_120920_1,bCoV Ultra man,FAM,Unknown,28.31845786,121182.75,126,126_G4,Y,N,N,N,,,,,,,,,,,,
G5,FALSE,control_spike_bCoV_95C_120920_1,bCoV Ultra man,FAM,Unknown,32.51994149,5803.815098,126,126_G5,Y,N,N,N,,,,,,,,,,,,
